,beer_style,abv,num_ratings,beer_style_group,prepped_words,month_added,year_added,Dominant_Topic,Topic_Perc_Contrib
5403,Märzen,5.6,818,Other,"['attempt', 'feeling', 'damp', 'wood', 'start', 'autumn', 'leaf', 'beginning', 'turn', 'golden', 'drop', 'pat', 'jon']",11,2017,2.0,0.2416
5404,IPA - Milkshake,6.0,491,IPA,"['pberry', 'vanilla', 'lactose', 'citra', 'engima', 'show', 'liked', 'strawberry', 'vanilla', 'shake', 'certainly', 'love', 'like', 'raspberry', 'sundae', 'hoppy', 'sprinkle', 'top']",1,2018,6.0,0.2444
5405,IPA - Triple New England,10.0,1048,IPA,"['big', 'always', 'back', 'mind', 'tipa', 'would', 'natural', 'progression', 'nailing', 'dipa', 'game', 'never', 'knew', 'wrangle', 'plan', 'biggest', 'ever', 'country', 'mile', 'inhouse', 'favourite', 'spur', 'amplified', 'max', 'insane', 'kg', 'azacca', 'simcoe', 'citra', 'thrown', 'dry', 'rate', 'gl', 'giving', 'massive', 'amount', 'stone', 'fruit', 'peach', 'mango', 'passionfruit', 'bursting', 'throughout', 'perfect', 'water', 'profile', 'directly', 'influenced', 'profile', 'used', 'half', 'nyc', 'fermented', 'strain', 'la', 'maximum', 'suspension', 'expect', 'juice', 'nine', 'complimented', 'soft', 'full', 'bodied', 'mouthfeel']",4,2020,1.0,0.3765
5406,Lambic - Traditional,7.5,260,Lambic,"['urentian', 'superior', 'spontaneously', 'fermented', 'ore', 'dock', 'company', 'marquette', 'chilled', 'coolship', 'next', 'lake', 'superior', 'next', 'day', 'transported', 'chilled', 'wort', 'speciation', 'ferment', 'six', 'neutral', 'oak', 'barrel', 'rest', 'early', 'selected', 'barrel', 'spontaneous', 'release', 'laurentian', 'superior', 'grist', 'consists', 'turbid', 'mashed', 'pilsner', 'wheat', 'aged', 'used', 'bitter', 'boiled', 'hour', 'batch', 'méthode', 'traditionnelle', 'standard', 'fact', 'barrel', 'charred']",7,2018,3.0,0.3796
5407,Belgian Strong Dark Ale,12.0,923,Belgian,"['turtle', 'dove', 'second', 'daysyears', 'christmas', 'series', 'decided', 'take', 'inspiration', 'name', 'base', 'turtle', 'candy', 'cocoa', 'nib', 'toasted', 'pecan', 'caramelized', 'sugar', 'lot', 'caramel', 'somewhere', 'belgianstyle', 'dark', 'strong', 'porter', 'designed', 'take', 'journey', 'time', 'drummer', 'drumming']",1,2011,6.0,0.254
5408,IPA - Imperial / Double,8.5,642,IPA,"['leased', 'september', 'second', 'oneoff', 'dandenong']",1,2016,2.0,0.1893
5409,Smoked Beer,5.0,254,Other,"['using', 'generous', 'quantity', 'rauchmaltz', 'smoked', 'beech', 'wood', 'bamberg', 'area', 'germany', 'dark', 'porter', 'offer', 'complex', 'malty', 'wonderful', 'smoky', 'taste']",11,2014,6.0,0.2305
5410,IPA - Triple New England,9.5,1328,IPA,"['celebration', 'second', 'anniversary', 'decided', 'turn', 'volume', 'fan', 'favorite', 'flume', 'cubed', 'riff', 'standard', 'flagship', 'double', 'bigger', 'bolder', 'slightly', 'dry', 'hopped', 'featuring', 'nelson', 'sauvin', 'triple', 'overflow', 'mango', 'papaya', 'candied', 'orange', 'otherworldly', 'berry', 'elevate', 'flume', 'experience', 'way', 'could', 'imagine']",6,2019,1.0,0.2825
5411,IPA - Milkshake,6.5,2193,IPA,"['lactose', 'mosaic', 'blueberry', 'vanilla', 'added']",9,2018,6.0,0.2
5412,Red Ale - Irish,4.5,452,Red Ale,"['irish', 'red', 'cormac', 'travelled', 'ireland', 'make', 'adnams', 'fergus', 'dungarvan', 'company', 'located', 'county', 'waterford', 'coincidentally', 'fergus', 'born', 'limerick', 'studied', 'biotechnology', 'fergus', 'explains', 'came', 'irish', 'red', 'seemed', 'natural', 'choice', 'cormac', 'already', 'version', 'dungarvan', 'really', 'irish', 'consider', 'irish', 'dry', 'irish', 'red', 'recipe', 'created', 'cormac', 'visited', 'adnams', 'january', 'came', 'stylistically', 'used', 'cormac', 'yeast', 'could', 'capture', 'bit', 'dungarvan', 'adnams', 'recipe', 'us', 'crystal', 'rye', 'crystal', 'roasted', 'barley', 'along', 'admiral', 'tasting', 'irish', 'red', 'copper', 'red', 'colour', 'toffee', 'slight', 'roasted', 'toffee', 'palate', 'balanced', 'good', 'herbal', 'bitterness']",4,2017,4.0,0.3588
5413,Golden Ale,7.5,605,Other,"['dessert', 'pure', 'liquid', 'cacao', 'roasted', 'peanut']",3,2017,6.0,0.2361
5414,IPA - Milkshake,7.2,9354,IPA,"['pineapple', 'milkshake', 'oat', 'lactose', 'sugar', 'conditioned', 'atop', 'madagascar', 'vanilla', 'bean', 'pineapple', 'pureé', 'hopped', 'mosaic', 'citra']",7,2015,1.0,0.2513
5415,IPA - New England,6.5,1226,IPA,"['saddle', 'prepare', 'taste', 'bud', 'big', 'tangy', 'candied', 'pineapple', 'spicy', 'mango', 'alongside', 'sticky', 'stone', 'fruit', 'touch', 'bitter', 'pine', 'thanks', 'trio', 'idaho', 'vic', 'secret', 'azacca', 'sip', 'showering', 'freshie', 'sugar', 'lump', 'lovely', 'extra', 'golden', 'promise', 'dextrin', 'oat', 'wheat', 'flaked', 'wheat', 'idaho', 'vic', 'secret', 'azacca', 'yeast', 'laiii']",8,2019,1.0,0.4227
5416,Hefeweizen,9.6,1559,Other,"['pipping', 'sound', 'vibration', 'shake', 'cell', 'swarm', 'begun', 'signaling', 'dawn', 'monarchy', 'wax', 'cover', 'chamber', 'opened', 'dripping', 'honey', 'emerges', 'worker', 'sweetness', 'enchants', 'crown', 'rule', 'present', 'queen', 'honey', 'wheat', 'sixty', 'pound', 'orange', 'blossom', 'honey', 'added', 'hefeweizen', 'maturing', 'charred', 'kentucky', 'bourbon', 'barrel', 'time', 'come', 'assume', 'throne', 'long', 'live', 'queen', 'long', 'live', 'gizmo']",3,2015,3.0,0.2635
5417,Lager - Japanese Rice,5.3,173,Lager,"['japaneseinspired', 'rice', 'yuzu', 'zest']",7,2019,5.0,0.2037
5418,Golden Ale,3.8,376,Other,"['light', 'hoppy', 'golden', 'using', 'mount', 'hood', 'subtle', 'honey', 'lemon', 'tarragon', 'dolgellau', 'centre', 'gold', 'rush', 'th', 'century', 'time', 'local', 'gold', 'mine', 'employed', 'worker', 'traditionally', 'supply', 'gold', 'royal', 'wedding']",12,2012,2.0,0.2252
5419,Shandy / Radler,3.8,295,Other,"['using', 'light', 'give', 'smile', 'refreshing', 'subtly', 'combined', 'fruity', 'twist', 'strawberry', 'lime', 'give', 'fruity']",4,2015,5.0,0.2294
5420,Lager - Munich Dunkel,5.6,524,Lager,"['munich', 'famous', 'world', 'capital', 'rich', 'malty', 'dark', 'remains', 'drinkable', 'refreshing', 'perfect', 'libation', 'cozy', 'hall', 'küsterer', 'dunkelweizen', 'dark', 'wheat', 'listed', 'separately']",12,2015,5.0,0.2302
5421,Dark Ale,6.0,219,Other,"['batemans', 'mark', 'spencer']",11,2013,2.0,0.1929
5422,Strong Ale - American,14.3,664,Strong Ale,"['lost', 'abbey', 'released', 'winter', 'barrelaged', 'blended', 'strong', 'amazing', 'focused', 'marriage', 'bourbon', 'barrelaged', 'serpent', 'brandy', 'barrelaged', 'angel', 'share', 'believe', 'amazing', 'release', 'fall', 'spirit', 'old', 'recording', 'record', 'started', 'thinking', 'would', 'happen', 'played', 'reverse', 'would', 'hear', 'demon', 'record', 'flipped', 'ear', 'spun', 'backwards', 'result', 'brandy', 'barrelaged', 'serpent', 'bourbon', 'barrelaged', 'angel', 'share', 'epic', 'struggle', 'good', 'evil', 'time', 'slowed', 'played', 'reverse']",6,2012,2.0,0.3454
5423,Lager - Vienna,4.2,165,Lager,"['bready', 'honeyed', 'bitter']",7,2016,5.0,0.195
5424,Lager - Japanese Rice,5.2,1063,Lager,"['noodle', 'brand', 'recipe', 'celebration', 'ivan', 'ramen', 'took', 'inspiration', 'culinary', 'expertise', 'integrating', 'rye', 'rice', 'mash', 'interpretation', 'noodle', 'working', 'ivan', 'ramen', 'crew', 'inspired', 'area', 'food', 'excited', 'share', 'singular', 'moment', 'noodle', 'pours', 'golden', 'straw', 'slight', 'sheen', 'pillowy', 'white', 'head', 'crisp', 'clean', 'fermentation', 'profile', 'marries', 'nose', 'light', 'biscuit', 'honeyed', 'bread', 'dough', 'toasted', 'grain', 'underpinned', 'delicate', 'floral', 'hoppiness', 'palate', 'closely', 'follows', 'soft', 'rounded', 'mouthfeel', 'balancing', 'bitterness', 'noodle', 'drink', 'clean', 'seamlessly', 'satisfyingly', 'pleasure', 'marries', 'ivan', 'ramen', 'dish', 'planned', 'special', 'night', 'singularly', 'beautiful', 'experience', 'unto']",3,2019,5.0,0.2667
5425,Lager - American,4.9,254,Lager,"['adjunct', 'incredibly', 'light', 'bodied', 'fizzy', 'refreshing', 'crips', 'motueka', 'minimal', 'balanced']",1,2017,4.0,0.2222
5426,Stout - Imperial / Double Coffee,11.5,1316,Stout,"['ethiopian', 'roba', 'bean', 'roasted', 'sump', 'coff']",8,2018,6.0,0.256
5427,Wheat Beer - Other,4.7,1952,Wheat Beer,"['light', 'crisp', 'wheat', 'blueberry', 'citrus', 'blueridge', 'blueberry', 'wheat', 'feature', 'mild', 'sweetness', 'balance', 'slightly', 'tart', 'perfect', 'spring', 'summer', 'patio']",5,2012,5.0,0.2631
5428,Golden Ale,4.8,996,Other,"['classic', 'modern', 'golden', 'superb', 'gold', 'colour', 'fullness', 'mouth', 'come', 'subtle', 'mixture', 'lightly', 'caramelised', 'packed', 'full', 'powerful', 'fruity', 'north', 'giving', 'good', 'level', 'bitterness', 'perfectly', 'balance', 'gravity']",12,2010,4.0,0.2853
5429,Porter - Other,4.2,17025,Porter,"['cold', 'filtered', 'nitrokegged', 'also', 'available', 'jewel', 'crown', 'officially', 'best', 'world', 'look', 'gold', 'medal', 'wall', 'temple', 'bar', 'technically', 'porter', 'lighter', 'smooth', 'edged', 'velvety', 'mouthful', 'bitterness', 'sourness', 'deeply', 'aromatic', 'overpowering', 'immortal', 'rasher', 'grease', 'pan']",11,2010,6.0,0.2279
5430,Farmhouse Ale - Sahti,10.0,365,Farmhouse Ale,"['collaboration', 'pittsburgh', 'craft', 'week', 'kingview', 'mead', 'finnishstyle', 'sahti', 'juniper', 'berry', 'honey']",8,2017,3.0,0.1967
5431,California Common,7.5,4307,Other,"['east', 'coast', 'common', 'collaboration', 'w', 'stoneface', 'company', 'great', 'rhythm', 'co', 'originally', 'portsmouth', 'week']",2,2015,2.0,0.2641
5432,Stout - Oatmeal,5.1,1396,Stout,"['put', 'away', 'breakfast', 'smoothy', 'want', 'meal', 'liquid', 'form', 'spinach', 'chia', 'seed', 'saliva', 'pygmy', 'hippopotamus', 'care', 'realise', 'well', 'toasted', 'oat', 'roasted', 'barley', 'chocolate', 'combine', 'produce', 'lowlycarbonated', 'dark', 'tan', 'head', 'creamy', 'mouth', 'feel']",9,2016,4.0,0.235
5433,Red Ale - Imperial / Double,8.0,1073,Red Ale,"['red', 'second', 'beatnik', 'collective', 'notforprofit', 'gypsy', 'comprised', 'equity', 'punk', 'exclusively', 'available', 'brewdog', 'vocal', 'loyal', 'amazing', 'supporter', 'thunderous', 'red', 'let', 'really', 'shine', 'raise', 'glass', 'high', 'toast', 'another', 'amazing', 'beatnik', 'creation', 'biscuity', 'word', 'warmingly', 'toasty', 'extremely', 'inviting', 'toffee', 'crème', 'caramel', 'joined', 'citrus', 'red', 'berry', 'fruit', 'start', 'welcoming', 'lift', 'alcohol', 'far', 'aftertaste', 'dark', 'crystal', 'munich', 'apollo', 'centennial', 'simcoe']",3,2016,4.0,0.22
5434,IPA - Brut,7.1,812,IPA,"['take', 'enigmatic', 'brut', 'science', 'magic', 'conjures', 'bright', 'peach', 'golden', 'pineapple', 'use', 'citra', 'motueka', 'centennial', 'malted', 'barley', 'raw', 'spelt', 'provide', 'soft', 'fullbodied', 'mouthfeel', 'leading', 'iconic', 'dry', 'effervescent', 'brut']",9,2018,1.0,0.2667
5435,Pale Ale - English,4.0,540,Pale Ale,"['hubarb', 'elderflower']",2,2019,5.0,0.1795
5436,Porter - English,4.6,601,Porter,"['export', 'version', 'alice', 'porter', 'available', 'uk', 'exclusively', 'equity', 'punk', 'addition', 'exported', 'norway', 'due', 'rule', 'normal', 'store', 'weighing', 'alice', 'porter', 'hide', 'huge', 'complexity', 'behind', 'modest', 'strength', 'roasty', 'smooth', 'fruity', 'rich', 'coffee', 'alice', 'porter', 'take', 'sudden', 'twist', 'unexpected', 'direction', 'light', 'balancing', 'citrusy', 'twist', 'subtle', 'spiciness']",1,2016,5.0,0.2432
5437,Cider - Dry,7.1,160,Cider,"['ucid', 'cider', 'freshly', 'pressed', 'fermented', 'white', 'wine', 'yeast', 'left', 'unfiltered', 'apple', 'varietal', 'blended', 'fermented', 'champagneesque', 'profile', 'dry', 'lingering', 'citrus', 'brightness']",1,2018,3.0,0.2302
5438,Lager - American Amber / Red,5.6,243,Lager,"['oktoberfist', 'strawberry', 'added']",10,2015,3.0,0.1971
5439,Cider - Traditional,6.0,14094,Cider,"['black', 'widow', 'fruitforward', 'yet', 'tart', 'tantalizing', 'complexity', 'blackberry', 'freshly', 'pressed', 'york', 'apple']",1,2017,3.0,0.2587
5440,Sour - Flanders Oud Bruin,7.8,353,Sour,"['sour', 'aged', 'cab', 'sauv', 'balaton', 'cherri']",3,2018,3.0,0.252
5441,Lambic - Kriek,5.0,5247,Lambic,"['named', 'strange', 'cherry', 'cherry', 'much', 'cherry', 'even', 'foamy', 'head', 'red', 'start', 'dark', 'belgian', 'wheat', 'recipe', 'cram', 'full', 'montmorency', 'tart', 'cherry', 'goodness', 'age', 'oak', 'result', 'cherry', 'cherry', 'lover', 'dream', 'come', 'true', 'go', 'great', 'dark', 'chocolate', 'fudge', 'brownie', 'chocolate', 'gateau', 'cacao', 'nib', 'well', 'get', 'picture', 'mention', 'cherry']",11,2011,3.0,0.2322
5442,Roggenbier,9.0,193,Other,"['collaboration', 'zack', 'dunbar', 'forager', 'historical', 'turned', 'delivers', 'profile', 'reminiscent', 'liquid', 'banana', 'bread', 'massive', 'amount', 'rye', 'give', 'velvety', 'smooth', 'fluffy', 'mouthfeel', 'unfolds', 'bready', 'spiciness', 'fermented', 'hefeweizen', 'yeast', 'varied', 'temperature', 'throughout', 'fermentation', 'tease', 'welcoming', 'clove', 'phenolic', 'banana', 'ester', 'finishing', 'touch', 'faint', 'caramel', 'molasses', 'come', 'generous', 'addition', 'raw', 'buckwheat', 'honey', 'tail', 'end', 'fermentation', 'bon', 'appetite']",3,2019,5.0,0.2478
5443,Lager - Pale,4.7,357,Lager,"['earthy', 'hopped', 'pacific', 'jade', 'motueka', 'carahell', 'giving', 'caramel', 'bronze', 'winner', 'iba', 'award']",10,2016,1.0,0.2097
5444,Smoked Beer,5.5,151,Other,"['midnight', 'caper', 'named', 'epic', 'night', 'skye', 'pal', 'big', 'scott', 'tomatin', 'distillery', 'lift', 'dram', 'scot', 'ever', 'think', 'early', 'night', 'think', 'shenanigan', 'pair', 'whisky', 'shared', 'fateful', 'burn', 'evening', 'tomatin', 'legacy', 'non', 'aged', 'statement', 'whisky', 'tomatin', 'distillery', 'located', 'outside', 'inverness', 'highland', 'using', 'distillery', 'plus', 'pilsner', 'base', 'dark', 'crystal', 'peated', 'wheat', 'flavouring', 'bill', 'wakatu', 'cluster', 'challenger', 'nugget', 'northern']",5,2015,2.0,0.2085
5445,Pale Ale - American,5.0,6155,Pale Ale,"['single', 'bittered', 'flavored', 'dryhopped', 'exclusively', 'mosaic']",3,2015,1.0,0.2202
5446,Spiced / Herbed Beer,10.0,4815,Other,"['award', 'winning', 'oak', 'aged', 'version', 'aztec', 'vintage', 'spent', 'four', 'knob', 'creek', 'whiskey', 'barrel', 'show', 'vanilla', 'coconut', 'chocolate', 'red', 'fruit']",11,2011,3.0,0.2533
5447,IPA - Milkshake,4.2,471,IPA,"['th', 'cask', 'milkshake', 'series', 'following', 'single', 'hopped', 'citra', 'mosaic', 'nelson', 'sauvin', 'foray', 'fruit', 'strawberry', 'milkshake', 'back', 'single', 'time', 'turning', 'el', 'dorado', 'el', 'dorado', 'delicious', 'soft', 'fruit', 'think', 'orange', 'peach', 'apricot', 'also', 'spice', 'combined', 'bit', 'lactose', 'round', 'edge', 'get', 'mild', 'spiced', 'fruit', 'sweetness', 'really', 'bringing', 'juicy', 'soft', 'fruit', 'citrus']",8,2018,1.0,0.3454
5448,Mead - Metheglin,13.5,1450,Mead,"['time', 'choose', 'side', 'flip', 'open', 'choosing', 'side', 'innovation', 'creativity', 'arm', 'graceful', 'glass', 'raise', 'high', 'toast', 'conquest', 'mundane', 'status', 'quo', 'insipid', 'paradigm', 'sweet', 'bright', 'citrus', 'every', 'juicius', 'caesar', 'crafted', 'inspired', 'artisan', 'superstition', 'also', 'chosen', 'breach', 'wall', 'hail', 'juicius', 'caesar']",1,2017,2.0,0.3463
5449,Belgian Strong Golden Ale,9.8,772,Belgian,"['heaven', 'golden', 'strong', 'lift', 'spirit', 'rich', 'sweet', 'body', 'brilliant', 'honey', 'color', 'featuring', 'belgian', 'ester', 'orange', 'peel', 'graceful', 'tahitian', 'vanilla', 'bean', 'embrace', 'light', 'divine', 'dessert']",10,2015,6.0,0.2012
5450,IPA - Belgian,6.7,980,IPA,"['otating', 'tempus', 'featuring', 'different', 'wild', 'yeast', 'strain', 'continue', 'evolve', 'time', 'package', 'juicy', 'fruitforward', 'funkier', 'complex', 'time', 'batch', 'fermented', 'entirely', 'brettanomyces', 'bruxellensis', 'trois', 'vrai', 'dryhopped', 'twice', 'gl', 'galaxy', 'ekuanot', 'chinook', 'extra', 'golden', 'promise', 'torrified', 'wheat', 'dextrin', 'golden', 'naked', 'oat', 'microbe', 'brettanomyces', 'bruxellensis', 'trois', 'vrai', 'kettle', 'magnum', 'azacca', 'ekuanot', 'ahtanum', 'double', 'dry', 'hopped', 'gl', 'galaxy', 'ekuanot', 'chinook', 'vegan', 'yes']",2,2018,1.0,0.397
5451,Porter - Baltic,10.6,155,Porter,"['woodford', 'reserve', 'bourbon', 'barrel', 'porter', 'called', 'home', 'several', 'imbued', 'rich', 'caramel', 'boozy', 'swagger', 'barrel', 'former', 'occupant']",3,2015,3.0,0.2083
5452,Barleywine - English,12.8,1489,Barleywine,"['circle', 'wolf', 'beloved', 'english', 'barleywine', 'created', 'intention', 'spending', 'extended', 'period', 'time', 'barrel', 'clocking', 'batch', 'spent', 'mix', 'heaven', 'hill', 'four', 'rose', 'bourbon', 'barrel', 'spent', 'another', 'full', 'bodied', 'beautiful', 'raisin', 'dark', 'fruit', 'honey', 'bourbon', 'maple', 'syrup', 'genuinely', 'believe', 'bourbon', 'barrel', 'aged', 'circle', 'wolf', 'elegant', 'released', 'beyond', 'pleased', 'share']",2,2018,3.0,0.343
5453,Chilli / Chile Beer,6.5,301,Other,"['born', 'fire', 'mixed', 'fermentation', 'rauchbier', 'chipotle', 'took', 'classic', 'rauchbier', 'smoke', 'added', 'chipotle', 'chilli', 'create', 'fiery', 'smoked', 'let', 'face', 'everybody', 'taste', 'far', 'mad', 'confine', 'let', 'fermentation', 'run', 'little', 'wild', 'giving', 'flanderslike', 'taste', 'sweetish', 'balsamic', 'sour', 'kindle', 'spiciness', 'chilli', 'whilst', 'beech', 'wood', 'smoked', 'complexity', 'smokier', 'meatier', 'charred', 'vegan']",7,2018,6.0,0.2926
5454,Lager - Pale,4.4,240,Lager,"['available', 'king', 'tut', 'wah', 'wah', 'hut', 'glasgow']",4,2012,2.0,0.2123
5455,Stout - Imperial / Double Coffee,11.0,1319,Stout,"['spin', 'rocky', 'road', 'see', 'addition', 'freshly', 'roasted', 'coffee', 'bean', 'panther', 'coffee', 'meld', 'harmoniously', 'walnut', 'dominican', 'cacao', 'marshmallow', 'result', 'surprisingly', 'sippable', 'dinner', 'treat', 'contains', 'lactose']",11,2017,6.0,0.3179
5456,Stout - Imperial / Double,12.25,219,Stout,"['th', 'birthday', 'celebrate', 'pointy', 'shoe', 'bba', 'dark', 'chocolate', 'roast', 'coffee', 'smooth', 'bourbon', 'kick']",9,2019,6.0,0.2419
5457,IPA - Session / India Session Ale,5.2,3968,IPA,"['call', 'unimperialized', 'version', 'gbot', 'double', 'mosaic', 'dry', 'hopping', 'little', 'bit', 'wee', 'big', 'brother', 'solid', 'ridiculously', 'hoppy', 'taste', 'way', 'larger']",8,2016,1.0,0.2222
5458,Belgian Tripel,11.0,2779,Belgian,"['tripel', 'sunny', 'goldenorange', 'color', 'rocky', 'white', 'head', 'complex', 'mild', 'spice', 'accentuates', 'light', 'fruityester', 'overall', 'remains', 'low', 'use', 'result', 'brisk', 'malty', 'palate', 'containing', 'sweetness', 'center', 'light', 'dry', 'bitterness', 'medium', 'tends', 'equalize', 'balance', 'alcohol', 'strength', 'clearly', 'evident', 'tripel', 'medium', 'body', 'high', 'alcohol', 'content', 'contribute', 'pleasant', 'vanilla', 'like', 'creaminess', 'highly', 'carbonated', 'bring', 'forefront', 'warms', 'flourish', 'name', 'case', 'name', 'lost', 'epic', 'anagram', 'peticolas', 'tripels', 'lend', 'well', 'herb', 'especially', 'thyme', 'herbal', 'aromatics', 'pair', 'nicely', 'herb', 'used', 'food', 'dish']",10,2014,4.0,0.3571
5459,Lager - Pale,4.5,795,Lager,"['thirstquenching', 'loaded', 'enjoy', 'summer', 'silly', 'season', 'mix', 'world', 'creates', 'floral', 'citrus', 'brightens', 'festive']",9,2018,5.0,0.2205
5460,Brown Ale - Imperial / Double,16.3,531,Brown Ale,"['bourbon', 'barrel', 'aged', 'vanill']",7,2019,3.0,0.2099
5461,Roggenbier,4.5,615,Other,"['modern', 'interpretation', 'classic']",7,2016,5.0,0.2138
5462,Malt Beer,4.7,700,Other,"['blonde', 'moment', 'lower', 'carb', 'blonde', 'blonde', 'clean', 'mild', 'saaz', 'enigma', 'galaxy', 'balance', 'subtle', 'caramel', 'tropical', 'floral', 'fruit']",1,2016,5.0,0.2471
5463,Extra Special / Strong Bitter,5.2,198,Other,"['ich', 'caramel', 'assertive', 'bitterness', 'cleanse', 'palate', 'fresh', 'au', 'take', 'direction', 'best', 'british', 'yeast', 'meet', 'best', 'world', 'great', 'hand', 'pump', 'served', 'carbonated', 'straight', 'tank']",11,2015,5.0,0.2286
5464,Lager - American Light,4.5,326,Lager,"['strawcolored', 'flaked', 'corn', 'added', 'generous', 'portion', 'lime', 'sea', 'salt']",4,2019,4.0,0.1883
5465,Farmhouse Ale - Saison,6.7,303,Farmhouse Ale,"['sasion', 'fermented', 'dupont', 'strain', 'aged', 'shit', 'load', 'sour', 'sweet', 'cherry', 'concentrate', 'essence', 'morello', 'lutovka', 'topaz', 'shadow', 'morel', 'nalina', 'valeska', 'johann']",10,2018,3.0,0.2317
