beer_style,abv,num_ratings,beer_style_group,month_added,year_added,Dominant_Topic,Topic_Perc_Contrib
Stout - American,5.0,225,Stout,4,2016,4.0,0.2239
Porter - Imperial / Double Baltic,10.0,14819,Porter,7,2012,6.0,0.261
Sour - Berliner Weisse,8.1,199,Sour,10,2017,3.0,0.2825
Sour - Berliner Weisse,4.0,195,Sour,9,2019,1.0,0.2099
Pale Ale - Belgian,5.5,471,Pale Ale,7,2017,3.0,0.2157
IPA - Rye,9.2,2436,IPA,12,2016,3.0,0.2774
IPA - Imperial / Double Milkshake,8.8,3308,IPA,7,2020,1.0,0.2477
Gruit / Ancient Herbed Ale,10.0,251,Other,6,2015,3.0,0.2107
Strong Ale - American,13.5,17626,Strong Ale,10,2010,2.0,0.2647
Pale Ale - American,6.6,7081,Pale Ale,5,2017,1.0,0.2208
IPA - Session / India Session Ale,3.6,2331,IPA,2,2014,4.0,0.242
Sour - Fruited Berliner Weisse,3.4,289,Sour,10,2018,3.0,0.2471
Hard Seltzer,5.0,193,Other,5,2020,1.0,0.2077
Stout - Coffee,4.4,284,Stout,9,2016,4.0,0.2338
Stout - Milk / Sweet,4.7,1160,Stout,8,2016,6.0,0.1962
English Mild Ale,3.0,282,Other,12,2019,2.0,0.2449
IPA - New England,6.2,19981,IPA,6,2012,1.0,0.2415
Old Ale,13.0,1688,Other,2,2012,2.0,0.2477
Lager - IPL (India Pale Lager),7.4,183,Lager,11,2017,5.0,0.2436
IPA - New England,4.5,677,IPA,9,2020,1.0,0.2222
Spiced / Herbed Beer,6.5,268,Other,11,2016,6.0,0.195
Rauchbier,5.3,2911,Other,5,2016,4.0,0.2904
Wild Ale - Other,7.0,377,Other,2,2019,3.0,0.3114
Sour - Fruited,5.0,954,Sour,4,2019,4.0,0.2061
Sour - Other,6.5,583,Sour,8,2019,3.0,0.1954
IPA - Session / India Session Ale,4.8,1317,IPA,5,2017,1.0,0.3863
Brown Ale - Belgian,6.1,685,Brown Ale,2,2015,4.0,0.1865
Hefeweizen,4.7,682,Other,4,2015,5.0,0.1902
IPA - Milkshake,7.5,1473,IPA,6,2019,6.0,0.2172
Pumpkin / Yam Beer,12.9,164,Other,12,2020,3.0,0.2521
IPA - Imperial / Double,8.0,583,IPA,5,2019,1.0,0.2889
IPA - Imperial / Double Black,9.0,1429,IPA,5,2016,1.0,0.2892
Stout - Milk / Sweet,7.2,1261,Stout,4,2015,6.0,0.2587
Pilsner - German,5.0,786,Pilsner,6,2019,5.0,0.2569
IPA - Rye,5.5,573,IPA,12,2016,4.0,0.2083
IPA - Sour,7.7,747,IPA,4,2020,1.0,0.1921
Smoked Beer,4.8,682,Other,9,2013,4.0,0.2299
Pale Ale - American,5.5,2338,Pale Ale,4,2018,1.0,0.1921
Cider - Traditional,6.0,187,Cider,4,2011,3.0,0.233
Lambic - Kriek,6.2,7401,Lambic,5,2018,3.0,0.4607
Pale Ale - Australian,6.0,601,Pale Ale,2,2019,4.0,0.2369
Porter - Other,6.5,200,Porter,11,2014,6.0,0.2312
Kellerbier / Zwickelbier,2.8,315,Other,3,2019,4.0,0.1961
IPA - International,6.5,555,IPA,10,2016,1.0,0.183
Stout - Coffee,4.8,310,Stout,10,2018,3.0,0.2099
Stout - Coffee,8.9,2325,Stout,10,2019,6.0,0.3558
Red Ale - Irish,4.2,513,Red Ale,1,2016,4.0,0.1921
Brown Ale - English,5.0,431,Brown Ale,8,2011,4.0,0.3045
Sour - Berliner Weisse,4.5,202,Sour,10,2016,3.0,0.1961
Hefeweizen,6.0,992,Other,1,2020,2.0,0.2293
Brown Ale - Imperial / Double,11.0,323,Brown Ale,9,2017,6.0,0.2111
Belgian Strong Golden Ale,10.0,337,Belgian,5,2015,3.0,0.2164
Belgian Tripel,17.1,789,Belgian,6,2018,5.0,0.2043
IPA - Red,5.8,229,IPA,9,2019,2.0,0.2424
IPA - Sour,6.8,1335,IPA,9,2018,6.0,0.1988
Sour - Fruited Berliner Weisse,7.6,405,Sour,9,2020,2.0,0.2603
Wheat Beer - Other,6.0,227,Wheat Beer,10,2018,6.0,0.2111
Pilsner - Imperial / Double,8.0,4235,Pilsner,7,2015,5.0,0.2368
IPA - Session / India Session Ale,4.5,1076,IPA,4,2018,2.0,0.2576
English Mild Ale,4.3,295,Other,8,2012,5.0,0.3226
Stout - Milk / Sweet,6.5,198,Stout,1,2019,6.0,0.2369
Pale Ale - American,5.5,1456,Pale Ale,8,2019,1.0,0.2692
Stout - Milk / Sweet,7.3,583,Stout,1,2019,6.0,0.2535
Stout - English,5.5,282,Stout,5,2018,2.0,0.2557
Lager - Dark,4.8,197,Lager,6,2019,4.0,0.1975
Wheat Beer - Witbier,6.2,223,Wheat Beer,4,2015,2.0,0.2417
IPA - Belgian,5.0,2522,IPA,11,2017,1.0,0.2333
Pale Ale - Milkshake,5.7,1680,Pale Ale,10,2018,6.0,0.2814
Red Ale - Other,4.7,178,Red Ale,9,2018,2.0,0.1761
Wheat Beer - American Pale Wheat,5.0,224,Wheat Beer,8,2020,1.0,0.2118
Smoked Beer,5.5,1021,Other,10,2016,4.0,0.231
Sour - Other,5.5,1298,Sour,8,2019,3.0,0.2754
Farmhouse Ale - Bière de Garde,8.6,323,Farmhouse Ale,3,2016,3.0,0.2675
Lager - American Amber / Red,5.0,372,Lager,6,2013,1.0,0.2056
IPA - Session / India Session Ale,3.8,2068,IPA,2,2017,1.0,0.2284
Mead - Cyser,12.5,585,Mead,12,2014,3.0,0.2222
IPA - Imperial / Double,7.5,962,IPA,5,2020,1.0,0.2335
IPA - Black / Cascadian Dark Ale,7.3,604,IPA,11,2016,1.0,0.2405
Sour - Flanders Oud Bruin,6.0,1879,Sour,2,2018,3.0,0.3618
IPA - American,7.1,12915,IPA,8,2015,5.0,0.2471
Stout - Milk / Sweet,5.0,1211,Stout,6,2015,6.0,0.2113
Cider - Sweet,6.8,174,Cider,5,2013,2.0,0.2882
Hefeweizen Light / Leicht,3.8,7232,Other,1,2013,5.0,0.2874
Sour - Berliner Weisse,3.2,198,Sour,1,2019,4.0,0.2175
Brown Ale - Other,6.2,5789,Brown Ale,1,2016,6.0,0.273
IPA - Imperial / Double Milkshake,7.8,1480,IPA,11,2020,1.0,0.2429
Stout - White,6.0,690,Stout,9,2018,5.0,0.1963
Lager - Japanese Rice,5.1,227,Lager,7,2019,5.0,0.254
Red Ale - American Amber / Red,4.1,620,Red Ale,6,2014,4.0,0.3268
IPA - Sour,8.0,2325,IPA,1,2019,1.0,0.2088
Wheat Beer - Other,6.8,190,Wheat Beer,5,2019,5.0,0.2504
Mead - Cyser,6.0,2153,Mead,5,2013,3.0,0.2276
Golden Ale,4.5,2423,Other,4,2015,4.0,0.2291
Lager - Pale,6.4,484,Lager,1,2013,1.0,0.2677
Stout - Other,11.5,171,Stout,1,2017,6.0,0.2381
Fruit Beer,9.0,1883,Other,8,2019,1.0,0.1914
Pilsner - German,4.6,15519,Pilsner,11,2013,5.0,0.2514
Sour - Berliner Weisse,5.0,843,Sour,12,2014,1.0,0.2099
IPA - New England,6.0,310,IPA,10,2019,1.0,0.2138
IPA - Belgian,8.0,1003,IPA,2,2018,1.0,0.2722
Golden Ale,4.5,1265,Other,4,2013,1.0,0.2187
Extra Special / Strong Bitter,5.6,151,Other,10,2016,3.0,0.1813
Lager - American Light,5.2,185,Lager,5,2019,5.0,0.2633
Lager - IPL (India Pale Lager),5.2,9752,Lager,1,2019,4.0,0.196
Farmhouse Ale - Other,6.0,373,Farmhouse Ale,2,2019,3.0,0.2492
Porter - Baltic,7.0,286,Porter,10,2018,4.0,0.2384
Brown Ale - English,4.5,1138,Brown Ale,12,2013,4.0,0.2553
IPA - Belgian,7.8,285,IPA,5,2019,1.0,0.2544
Mead - Pyment,13.0,230,Mead,11,2018,2.0,0.2542
California Common,5.1,188,Other,4,2016,4.0,0.2189
Farmhouse Ale - Bière de Garde,7.8,362,Farmhouse Ale,2,2015,3.0,0.2889
Kombucha,7.0,1414,Other,11,2016,5.0,0.2413
Stout - Oyster,7.5,3306,Stout,10,2018,4.0,0.2618
Pilsner - German,5.2,744,Pilsner,4,2019,5.0,0.2339
Porter - Imperial / Double,7.0,550,Porter,3,2017,1.0,0.2119
IPA - Triple,12.0,2982,IPA,1,2014,3.0,0.1969
Wheat Beer - American Pale Wheat,5.5,219,Wheat Beer,10,2020,1.0,0.25
Red Ale - Irish,5.6,249,Red Ale,4,2019,4.0,0.245
Grisette,4.8,425,Other,5,2019,3.0,0.2284
Extra Special / Strong Bitter,5.3,236,Other,1,2012,4.0,0.2743
IPA - Imperial / Double,8.8,359,IPA,2,2017,6.0,0.2735
Altbier,8.0,367,Other,8,2015,5.0,0.2086
Belgian Dubbel,6.8,232,Belgian,12,2019,3.0,0.2034
IPA - Imperial / Double,8.0,667,IPA,3,2020,1.0,0.2742
Stout - Irish Dry,8.1,547,Stout,10,2014,3.0,0.1866
Stout - Foreign / Export,9.0,258,Stout,6,2018,2.0,0.2316
IPA - Sour,6.4,202,IPA,7,2020,6.0,0.19
Australian Sparkling Ale,5.9,176,Other,5,2016,5.0,0.2794
Winter Ale,4.8,910,Other,5,2013,4.0,0.2743
Grisette,3.8,438,Other,8,2019,1.0,0.2
IPA - Black / Cascadian Dark Ale,6.8,12656,IPA,12,2011,1.0,0.2019
Farmhouse Ale - Saison,7.0,1775,Farmhouse Ale,6,2016,3.0,0.2471
Smoked Beer,6.0,263,Other,10,2015,2.0,0.4719
Pale Ale - New England,5.4,1999,Pale Ale,7,2018,1.0,0.2694
Stout - Imperial / Double Pastry,14.0,793,Stout,9,2020,6.0,0.2767
Stout - Oyster,4.6,566,Stout,4,2014,6.0,0.2416
IPA - Triple New England,9.5,5997,IPA,11,2020,1.0,0.3361
Pilsner - German,4.8,309,Pilsner,12,2020,5.0,0.2024
IPA - Imperial / Double,8.5,2300,IPA,7,2016,2.0,0.3602
IPA - Black / Cascadian Dark Ale,7.4,520,IPA,4,2019,6.0,0.2438
Lager - American,4.2,3830,Lager,1,2017,2.0,0.2274
IPA - Milkshake,7.2,1921,IPA,1,2020,6.0,0.1879
California Common,4.6,184,Other,4,2018,4.0,0.2467
IPA - Session / India Session Ale,4.8,742,IPA,3,2018,1.0,0.2889
Stout - Pastry,9.0,769,Stout,2,2020,6.0,0.2346
Pilsner - Other,4.4,275,Pilsner,12,2020,5.0,0.266
IPA - Red,6.4,418,IPA,12,2017,1.0,0.2381
Stout - Imperial / Double Milk,12.6,841,Stout,2,2019,6.0,0.2465
Patersbier,4.2,805,Other,12,2016,5.0,0.2261
Lager - IPL (India Pale Lager),4.9,151,Lager,11,2016,5.0,0.2015
Stout - American,5.8,1177,Stout,8,2010,6.0,0.2346
Sour - Gose,5.7,638,Sour,2,2019,1.0,0.1954
IPA - New England,5.0,813,IPA,5,2020,1.0,0.3181
Farmhouse Ale - Other,5.0,634,Farmhouse Ale,7,2019,3.0,0.2549
Sour - Berliner Weisse,4.0,311,Sour,2,2018,1.0,0.1914
Cider - Herbed / Spiced / Hopped,4.0,205,Cider,2,2015,3.0,0.2164
IPA - Milkshake,6.5,1238,IPA,1,2019,1.0,0.2022
Brown Ale - American,7.5,2413,Brown Ale,4,2013,2.0,0.2265
Golden Ale,4.0,394,Other,5,2012,4.0,0.2754
Kellerbier / Zwickelbier,5.2,306,Other,4,2018,2.0,0.1828
Rye Beer,12.5,2710,Other,6,2020,6.0,0.2052
Cider - Other Fruit,4.0,455,Cider,2,2015,3.0,0.1927
Sour - Other,3.5,308,Sour,10,2016,1.0,0.1795
IPA - Triple,12.0,221,IPA,8,2017,2.0,0.1795
Porter - English,7.1,367,Porter,11,2015,6.0,0.2932
Scottish Export Ale,4.43,155,Other,10,2017,4.0,0.2544
Stout - Pastry,8.6,311,Stout,10,2019,6.0,0.256
IPA - Triple New England,10.5,2796,IPA,8,2018,1.0,0.2204
IPA - New England,6.6,199,IPA,6,2020,1.0,0.3374
Wheat Beer - American Pale Wheat,5.4,19585,Wheat Beer,10,2014,5.0,0.2184
IPA - English,5.0,32656,IPA,6,2010,4.0,0.2423
Lager - Euro Pale,5.0,235,Lager,12,2011,1.0,0.1795
Porter - Other,6.0,1231,Porter,4,2017,6.0,0.2424
Pale Ale - American,5.2,2654,Pale Ale,4,2011,1.0,0.2202
IPA - American,6.3,1991,IPA,9,2020,1.0,0.3065
Lager - Winter,7.1,258,Lager,11,2018,6.0,0.2275
Porter - Other,10.0,520,Porter,5,2019,6.0,0.2083
Cream Ale,5.1,190,Other,2,2017,6.0,0.2043
Barleywine - Other,13.0,390,Barleywine,1,2020,3.0,0.2479
Burton Ale,10.3,156,Other,2,2019,3.0,0.2305
Sour - Fruited,7.2,475,Sour,6,2020,3.0,0.1954
Pale Ale - English,5.4,441,Pale Ale,11,2018,1.0,0.1795
Winter Ale,5.0,259,Other,12,2011,4.0,0.268
Smoked Beer,10.0,178,Other,3,2013,3.0,0.23
IPA - Red,5.8,18963,IPA,2,2013,4.0,0.206
Barleywine - English,10.0,3312,Barleywine,10,2015,3.0,0.2613
California Common,3.5,500,Other,10,2015,2.0,0.1939
Stout - Milk / Sweet,6.5,1652,Stout,2,2018,2.0,0.2581
Barleywine - Other,14.0,224,Barleywine,7,2018,3.0,0.2242
Stout - Russian Imperial,10.7,14394,Stout,11,2013,6.0,0.2525
Stout - Other,6.6,826,Stout,9,2014,3.0,0.183
IPA - Imperial / Double,8.0,2559,IPA,2,2016,1.0,0.2917
Extra Special / Strong Bitter,5.7,189,Other,12,2019,5.0,0.2061
Sour - Fruited,5.0,941,Sour,6,2020,2.0,0.1973
Wheat Beer - American Pale Wheat,5.5,3192,Wheat Beer,5,2018,5.0,0.1852
Belgian Quadrupel,9.4,709,Belgian,4,2019,2.0,0.226
Altbier,8.5,459,Other,7,2012,3.0,0.2061
Lager - Helles,4.7,617,Lager,2,2010,5.0,0.2716
Sour - Gose,4.5,287,Sour,9,2018,6.0,0.2151
Lager - Strong,7.3,289,Lager,7,2016,6.0,0.2126
Lambic - Traditional,7.0,207,Lambic,1,2018,3.0,0.2515
IPA - Brut,6.2,260,IPA,6,2018,1.0,0.2778
Dunkelweizen,7.0,353,Other,1,2017,5.0,0.256
Festbier,5.6,156,Other,9,2020,5.0,0.1816
Stout - Imperial / Double Coffee,7.3,162,Stout,5,2020,6.0,0.2759
Barleywine - English,13.25,1298,Barleywine,5,2020,3.0,0.2386
IPA - Black / Cascadian Dark Ale,6.3,992,IPA,9,2018,1.0,0.2299
Brown Ale - American,4.5,264,Brown Ale,9,2015,1.0,0.2126
Bock - Eisbock (Traditional),9.0,176,Bock,6,2020,3.0,0.2458
Stout - Imperial / Double White,10.5,9722,Stout,10,2013,2.0,0.2818
Lager - Munich Dunkel,5.2,1484,Lager,8,2014,5.0,0.2361
IPA - Imperial / Double,8.0,811,IPA,12,2018,1.0,0.3621
IPA - Imperial / Double,10.1,1141,IPA,7,2018,1.0,0.3663
Blonde Ale,6.5,12914,Other,6,2014,4.0,0.2061
Mead - Braggot,13.8,412,Mead,10,2019,6.0,0.2326
Cider - Rosé,6.9,2458,Cider,6,2018,3.0,0.1988
Porter - American,5.5,485,Porter,4,2019,3.0,0.1845
Sour - Other,6.8,193,Sour,11,2018,3.0,0.2128
Red Ale - Other,4.2,922,Red Ale,1,2015,4.0,0.1977
Cider - Dry,5.2,207,Cider,4,2011,3.0,0.1885
Belgian Strong Dark Ale,11.5,2297,Belgian,7,2016,3.0,0.2237
Brown Ale - Other,4.8,2077,Brown Ale,1,2019,6.0,0.3059
Hefeweizen,6.0,313,Other,5,2018,5.0,0.2204
Stout - American,8.0,2673,Stout,10,2019,6.0,0.2318
Farmhouse Ale - Saison,6.5,307,Farmhouse Ale,4,2016,3.0,0.2823
IPA - International,6.8,508,IPA,9,2019,1.0,0.2791
Pale Ale - English,6.0,343,Pale Ale,11,2016,4.0,0.2061
Blonde Ale,5.7,8128,Other,3,2018,6.0,0.2583
Lager - Vienna,4.4,180,Lager,2,2019,5.0,0.1892
Brown Ale - Other,6.2,496,Brown Ale,8,2016,6.0,0.2339
Pumpkin / Yam Beer,8.0,1149,Other,9,2015,6.0,0.3293
Belgian Quadrupel,9.9,2445,Belgian,1,2017,3.0,0.2101
Barleywine - American,10.0,3157,Barleywine,9,2014,1.0,0.2557
Cider - Perry,4.5,477,Cider,4,2015,5.0,0.2387
IPA - International,7.5,224,IPA,8,2017,1.0,0.256
IPA - International,6.4,1657,IPA,4,2019,1.0,0.3056
Belgian Strong Dark Ale,6.5,174,Belgian,2,2015,1.0,0.1813
Stout - White,8.0,768,Stout,11,2019,6.0,0.2681
Brown Ale - Other,5.0,1188,Brown Ale,11,2018,4.0,0.2283
Stout - Imperial / Double Oatmeal,16.2,414,Stout,8,2018,3.0,0.4024
Mead - Melomel,14.0,481,Mead,8,2019,3.0,0.3241
Cider - Traditional,7.4,987,Cider,7,2015,3.0,0.2203
IPA - International,6.8,3876,IPA,4,2017,5.0,0.2967
Märzen,4.0,211,Other,4,2019,4.0,0.2554
Lager - Japanese Rice,4.5,563,Lager,6,2018,5.0,0.3254
IPA - Farmhouse,6.6,160,IPA,2,2017,3.0,0.3196
Lager - Helles,4.6,385,Lager,4,2020,2.0,0.338
Sour - Fruited,6.8,208,Sour,8,2020,2.0,0.2536
American Wild Ale,3.5,2724,Other,1,2016,1.0,0.2628
IPA - White,5.3,250,IPA,12,2018,1.0,0.2299
IPA - Brut,6.0,2216,IPA,3,2018,1.0,0.2166
Blonde Ale,4.2,772,Other,1,2012,5.0,0.183
Non-Alcoholic Beer,0.5,628,Other,1,2018,4.0,0.2291
Pale Ale - International,5.4,620,Pale Ale,1,2018,4.0,0.242
Stout - Imperial / Double White,10.0,290,Stout,10,2018,6.0,0.2396
Brown Ale - Other,5.3,353,Brown Ale,8,2018,6.0,0.195
Hefeweizen,5.6,3973,Other,5,2015,3.0,0.362
California Common,5.5,268,Other,7,2015,2.0,0.3098
IPA - New England,6.7,2797,IPA,12,2019,1.0,0.3535
Smoked Beer,5.0,203,Other,9,2013,6.0,0.2381
Porter - Baltic,7.2,373,Porter,1,2019,6.0,0.2326
IPA - Imperial / Double New England,8.2,1584,IPA,4,2019,1.0,0.3308
Stout - Imperial / Double Coffee,12.0,1289,Stout,7,2020,6.0,0.2207
Pilsner - Imperial / Double,7.7,363,Pilsner,3,2020,5.0,0.2136
Porter - Imperial / Double,9.0,920,Porter,10,2016,5.0,0.2136
IPA - Imperial / Double Black,9.99,6937,IPA,2,2014,2.0,0.2046
Rye Beer,7.0,258,Other,5,2014,5.0,0.2714
Cider - Dry,8.0,189,Cider,2,2020,3.0,0.324
Stout - White,6.2,363,Stout,6,2019,6.0,0.2521
Stout - Irish Dry,5.1,911,Stout,5,2016,6.0,0.2056
Ginger Beer,4.3,350,Other,6,2017,5.0,0.2535
Lager - Euro Pale,5.2,204,Lager,6,2019,5.0,0.2392
Sour - Fruited,6.0,507,Sour,4,2020,1.0,0.2138
Winter Warmer,12.0,287,Other,1,2017,2.0,0.3303
Dark Ale,11.5,1386,Other,2,2017,3.0,0.208
Stout - Imperial / Double Milk,10.0,208,Stout,9,2017,3.0,0.2125
Pale Ale - International,6.0,342,Pale Ale,8,2018,5.0,0.1795
Belgian Blonde,4.1,405,Belgian,7,2019,5.0,0.2691
Red Ale - American Amber / Red,4.8,1796,Red Ale,9,2014,4.0,0.2718
Blonde Ale,16.2,745,Other,6,2020,3.0,0.2056
Scottish Ale,4.2,313,Other,2,2018,2.0,0.2895
Stout - Irish Dry,5.2,377,Stout,1,2015,6.0,0.2222
Cream Ale,4.7,859,Other,11,2017,4.0,0.1973
Sour - Gose,5.2,1085,Sour,6,2017,5.0,0.219
Stout - Imperial / Double,12.5,1064,Stout,7,2020,6.0,0.2
Kölsch,4.7,401,Other,7,2019,4.0,0.2734
IPA - Milkshake,6.0,953,IPA,2,2019,6.0,0.2392
Bière de Champagne / Bière Brut,6.5,1319,Other,10,2016,3.0,0.2724
Stout - White,5.0,1038,Stout,7,2017,6.0,0.2533
Malt Liquor ,6.5,621,Other,8,2014,1.0,0.1919
Red Ale - Imperial / Double,8.2,1310,Red Ale,6,2014,4.0,0.2186
Smoked Beer,6.5,2328,Other,1,2016,6.0,0.4469
Pale Ale - English,5.0,8627,Pale Ale,4,2010,2.0,0.2603
Wheat Beer - Witbier,5.0,612,Wheat Beer,9,2017,1.0,0.2237
Kölsch,5.0,193,Other,5,2017,5.0,0.3194
IPA - Session / India Session Ale,4.3,238,IPA,6,2019,2.0,0.2189
Märzen,5.0,159,Other,9,2018,5.0,0.2259
English Mild Ale,3.6,298,Other,2,2017,5.0,0.2374
Stout - Coffee,4.6,371,Stout,10,2019,3.0,0.1795
Pale Ale - Belgian,5.2,377,Pale Ale,11,2016,5.0,0.2488
Lager - Pale,4.2,201,Lager,6,2015,2.0,0.1761
Lager - Red,5.9,178,Lager,12,2017,4.0,0.2444
Barleywine - Other,9.6,1150,Barleywine,3,2018,4.0,0.2442
Rye Beer,6.3,175,Other,11,2016,4.0,0.2918
IPA - Triple,11.0,185,IPA,9,2020,1.0,0.3289
Sour - Fruited Gose,9.0,663,Sour,5,2020,2.0,0.2892
Patersbier,3.9,771,Other,3,2014,5.0,0.2206
Blonde Ale,5.5,1354,Other,12,2015,5.0,0.2066
IPA - New England,7.3,577,IPA,4,2020,2.0,0.277
Sour - Berliner Weisse,4.2,211,Sour,2,2013,5.0,0.209
Stout - Imperial / Double,11.5,380,Stout,5,2018,2.0,0.2373
Mead - Other,13.5,3330,Mead,12,2014,6.0,0.2963
Gluten-Free,3.5,1471,Other,3,2019,1.0,0.2437
Schwarzbier,4.9,375,Other,8,2020,5.0,0.2099
Stout - Other,9.3,980,Stout,1,2018,6.0,0.2582
Lager - Dark,4.5,289,Lager,12,2013,5.0,0.1866
Stout - English,5.2,168,Stout,9,2017,6.0,0.2545
Wheat Beer - American Pale Wheat,4.5,420,Wheat Beer,4,2018,5.0,0.2514
California Common,5.3,150,Other,10,2019,4.0,0.2597
Cider - Traditional,6.8,464,Cider,3,2011,4.0,0.2187
Cider - Perry,5.0,158,Cider,9,2013,5.0,0.2459
Lager - Winter,5.5,175,Lager,2,2017,5.0,0.2865
Pale Ale - Milkshake,5.7,2918,Pale Ale,12,2020,3.0,0.2628
Porter - American,11.9,578,Porter,4,2019,3.0,0.2202
Lager - IPL (India Pale Lager),7.5,1082,Lager,6,2018,2.0,0.2643
Porter - Imperial / Double Coffee,10.0,21855,Porter,10,2016,2.0,0.2475
Sour - Flanders Red Ale,5.9,267,Sour,12,2014,3.0,0.2141
IPA - English,6.6,305,IPA,9,2016,5.0,0.177
Barleywine - American,14.5,1041,Barleywine,5,2018,5.0,0.2034
Kölsch,5.3,211,Other,10,2019,5.0,0.2611
Porter - Other,5.6,345,Porter,3,2019,5.0,0.1795
Pale Ale - New Zealand,5.9,173,Pale Ale,3,2016,5.0,0.2186
Porter - Baltic,9.0,458,Porter,10,2017,3.0,0.2202
Pale Ale - Belgian,5.0,169,Pale Ale,6,2020,5.0,0.25
IPA - Triple,10.5,18566,IPA,5,2014,1.0,0.2458
IPA - Rye,6.5,593,IPA,5,2014,1.0,0.2247
IPA - Triple New England,10.3,2273,IPA,10,2017,1.0,0.2075
Pale Ale - American,5.6,659,Pale Ale,6,2019,1.0,0.3099
IPA - Black / Cascadian Dark Ale,6.8,2048,IPA,12,2014,6.0,0.2381
IPA - Triple New England,10.5,1163,IPA,1,2020,1.0,0.2315
Lambic - Framboise,7.0,748,Lambic,1,2017,3.0,0.1966
Stout - Milk / Sweet,7.9,552,Stout,8,2018,6.0,0.2859
Stout - American,6.5,56078,Stout,3,2012,6.0,0.2548
Porter - Imperial / Double,10.0,1062,Porter,12,2018,6.0,0.2437
Belgian Dubbel,10.0,219,Belgian,4,2017,6.0,0.2059
Traditional Ale,17.0,236,Other,7,2018,3.0,0.3351
Märzen,8.0,226,Other,12,2018,2.0,0.3221
IPA - Imperial / Double,9.1,589,IPA,1,2019,1.0,0.2261
Farmhouse Ale - Sahti,9.3,220,Farmhouse Ale,2,2017,3.0,0.2517
Blonde Ale,4.0,265,Other,9,2015,4.0,0.2205
Pale Ale - Australian,5.5,871,Pale Ale,4,2014,1.0,0.231
Festbier,5.4,505,Other,8,2019,2.0,0.2349
Stout - American,6.5,2167,Stout,4,2014,6.0,0.2147
IPA - English,6.2,638,IPA,10,2019,2.0,0.2545
Belgian Strong Golden Ale,7.0,265,Belgian,5,2016,1.0,0.2485
Belgian Dubbel,6.0,467,Belgian,10,2019,3.0,0.2538
IPA - Milkshake,5.6,4230,IPA,6,2018,1.0,0.2116
IPA - Black / Cascadian Dark Ale,6.5,347,IPA,12,2017,6.0,0.1961
IPA - Sour,8.4,168,IPA,5,2019,1.0,0.2857
Sour - Fruited Gose,5.2,444,Sour,2,2018,3.0,0.2088
IPA - Farmhouse,7.0,330,IPA,10,2017,3.0,0.2034
IPA - Milkshake,7.2,3150,IPA,8,2019,1.0,0.2222
Lager - American,4.5,702,Lager,5,2017,5.0,0.2677
Shandy / Radler,5.4,228,Other,5,2019,5.0,0.2644
Hefeweizen,4.7,480,Other,7,2014,2.0,0.23
IPA - Imperial / Double New England,7.5,491,IPA,9,2020,1.0,0.197
IPA - Brut,7.5,341,IPA,8,2018,4.0,0.1836
Scottish Ale,7.8,403,Other,10,2018,3.0,0.2037
Pilsner - Other,5.0,373,Pilsner,5,2016,1.0,0.2571
Stout - Imperial / Double,11.4,891,Stout,8,2013,6.0,0.2202
Kristallweizen,4.5,275,Other,5,2017,5.0,0.2173
Pilsner - German,5.2,1286,Pilsner,9,2018,5.0,0.2949
Cider - Other Fruit,4.0,289,Cider,7,2017,4.0,0.2897
Belgian Dubbel,6.0,230,Belgian,12,2018,6.0,0.2222
IPA - Sour,8.0,952,IPA,4,2020,1.0,0.265
Stout - Coffee,4.6,235,Stout,6,2019,6.0,0.1914
Kristallweizen,4.8,267,Other,5,2011,4.0,0.195
Extra Special / Strong Bitter,6.2,587,Other,6,2016,4.0,0.2913
IPA - Session / India Session Ale,4.5,286,IPA,9,2016,2.0,0.3233
Lager - American Light,5.0,626,Lager,6,2019,2.0,0.2237
Lager - Helles,4.0,150,Lager,8,2018,5.0,0.2165
Cider - Traditional,7.4,962,Cider,4,2016,1.0,0.1761
Lambic - Gueuze,6.0,3087,Lambic,3,2015,3.0,0.2543
Lager - Munich Dunkel,5.5,567,Lager,9,2013,5.0,0.1988
Stout - Imperial / Double Milk,10.0,981,Stout,9,2017,6.0,0.2465
Kölsch,7.4,524,Other,2,2017,5.0,0.2679
IPA - Triple New England,10.5,869,IPA,5,2020,2.0,0.2934
Stout - Milk / Sweet,7.2,359,Stout,3,2018,6.0,0.2321
Barleywine - English,13.1,2812,Barleywine,11,2017,6.0,0.2253
Ginger Beer,7.5,330,Other,12,2018,5.0,0.2243
Brown Ale - Imperial / Double,10.0,500,Brown Ale,9,2019,2.0,0.3153
Mead - Braggot,9.1,620,Mead,8,2018,3.0,0.195
IPA - International,8.2,574,IPA,7,2017,5.0,0.2045
Golden Ale,3.9,1212,Other,3,2011,5.0,0.2419
Porter - Other,6.0,454,Porter,10,2015,6.0,0.1987
Kölsch,4.5,381,Other,10,2017,2.0,0.1889
Pale Ale - English,3.8,186,Pale Ale,6,2012,4.0,0.3095
Scotch Ale / Wee Heavy,8.3,4738,Other,6,2013,6.0,0.2432
Stout - Imperial / Double Pastry,14.3,1373,Stout,10,2019,6.0,0.3679
Belgian Blonde,5.7,778,Belgian,1,2018,2.0,0.2765
Stout - English,5.3,293,Stout,10,2017,3.0,0.195
Bock - Doppelbock,9.0,529,Bock,11,2013,3.0,0.2339
Scotch Ale / Wee Heavy,11.1,161,Other,1,2018,3.0,0.1859
